ID,PredictedProb
0,0.489161102997
1,0.739798776207
2,0.742939984895
7,0.480144579215
10,0.770221805817
11,0.566243085467
13,0.896404700738
14,0.492358398748
15,0.895288547135
16,0.849846149031
17,0.7637656924
18,0.772591829455
19,0.795353906924
20,0.807427445797
25,0.930566810869
26,0.773900348553
29,0.745288833428
38,0.951883138545
41,0.914771904388
44,0.64970649095
45,0.392505650884
47,0.711981267145
48,0.728004744025
49,0.835806812945
50,0.837976073443
53,0.478172910886
56,0.525421503675
59,0.83867552919
60,0.660052060963
64,0.783080313238
65,0.940903680978
66,0.716749499494
68,0.879518584113
69,0.681364546407
70,0.904525878704
71,0.808624112841
72,0.695327342308
76,0.753305400014
80,0.806552171698
82,0.646841239827
83,0.928656859654
85,0.899047016937
86,0.776809030074
87,0.768776887167
89,0.818197583698
97,0.827452037816
99,0.700398639286
101,0.769105067502
102,0.28967225719
103,0.547446703787
104,0.60464823862
106,0.90047351107
107,0.597204416049
109,0.87759589775
111,0.409022474936
113,0.776739243568
114,0.568452396544
118,0.874010949058
119,0.738839437267
120,0.836416136807
123,0.698558202172
128,0.379088331923
129,0.766754687373
131,0.849403693206
133,0.663677073778
134,0.683074434327
136,0.914780930926
137,0.715713098155
139,0.755372237721
140,0.844804735033
142,0.79055907298
144,0.741014560385
146,0.891303690482
147,0.72191844387
148,0.848477834467
150,0.301609655584
151,0.322892531534
152,0.957365513761
155,0.965410794905
158,0.858153767246
159,0.661010301967
160,0.932497388035
161,0.715283784424
165,0.918240996748
166,0.43192379278
170,0.908867586795
171,0.759399907969
174,0.719559346243
175,0.677998807019
179,0.788923455874
180,0.878992300123
181,0.839024765503
184,0.694225102994
185,0.608596686554
187,0.841255596437
188,0.833631615914
190,0.787759914347
191,0.783171543
192,0.690543608219
193,0.842173867398
196,0.853634255285
197,0.487425872944
198,0.594984384189
205,0.27477747009
211,0.790170221256
213,0.693685591799
214,0.859939661943
217,0.575891818775
218,0.83694826786
221,0.777595836231
222,0.638872245135
225,0.794270887392
229,0.67796784187
236,0.581083719068
237,0.918421143026
238,0.772236530511
239,0.949802370879
242,0.70113848114
245,0.883713246966
246,0.809191857298
247,0.884186221177
248,0.928714019989
254,0.871117836393
255,0.538894715802
257,0.952101467855
259,0.748333701463
264,0.876527613075
270,0.721754536991
272,0.817269946654
274,0.530855832911
275,0.558592762809
278,0.769847894927
280,0.337608588542
281,0.331711478482
282,0.431550391564
283,0.877261197318
284,0.934569737801
286,0.890748959333
287,0.913561140488
288,0.874255587428
289,0.884254202075
290,0.624381615068
291,0.741432959437
294,0.574860557066
295,0.362206592727
297,0.599212471468
299,0.682785725119
305,0.792594080846
307,0.489738834677
308,0.814152662733
313,0.666119993023
314,0.745837493941
315,0.779049010888
316,0.911037104319
317,0.775223214124
319,0.597000783743
322,0.763277971232
323,0.800571682467
324,0.786228768824
326,0.896209772159
327,0.734043421368
329,0.965597369261
330,0.194005540805
331,0.437194444208
336,0.404767832898
337,0.481648559534
338,0.826586416321
340,0.90196637062
345,0.403176104619
347,0.893300590766
348,0.776026338161
350,0.975323816596
352,0.776643634536
356,0.918866396373
357,0.923694668352
358,0.918861953028
359,0.836450702239
361,0.768372667489
363,0.422555682104
364,0.723903321934
368,0.838843661398
376,0.974327742696
378,0.791094612329
382,0.762620587066
384,0.586158333116
385,0.949402534833
388,0.264604278801
389,0.963926263179
391,0.656365907535
392,0.695929797778
395,0.816649233754
396,0.797807568226
397,0.838404515602
399,0.706859019902
404,0.884629509095
407,0.451858432349
409,0.881322262232
410,0.823612146411
413,0.784072579463
414,0.614477869744
416,0.775536565673
418,0.714968259799
419,0.778234898477
420,0.873571729672
422,0.925153217955
423,0.772233450792
427,0.688149972229
429,0.977431353369
430,0.562664609258
431,0.773845656633
432,0.745078782687
433,0.881832780279
434,0.327020555143
436,0.730475876207
437,0.897187398139
451,0.749558809912
452,0.768096869499
454,0.656009521995
457,0.854118002376
458,0.843287671806
460,0.499421546033
461,0.953148152671
462,0.747434278216
463,0.847728315659
465,0.931824568446
467,0.855070005929
473,0.848822065922
474,0.888365749751
480,0.211855060799
481,0.76491855737
483,0.915203640415
484,0.492706161485
485,0.518218111443
487,0.829621042718
490,0.933523417981
491,0.810006858596
492,0.605673742205
496,0.686568228684
497,0.73901399615
498,0.733607940147
499,0.83989096891
501,0.741383512006
502,0.823252380135
503,0.829536532688
506,0.858036243562
507,0.711010249644
508,0.540504661881
509,0.786080937214
510,0.776054245262
511,0.801752338726
513,0.75622552974
515,0.884800863168
521,0.552126493802
522,0.849904658618
523,0.851872325679
525,0.828088303178
529,0.837192596395
530,0.683698401545
531,0.678047751615
533,0.744174132415
534,0.654739600832
535,0.937273172473
537,0.63733895879
541,0.670702823
542,0.782787061388
543,0.719074667629
544,0.83962482518
545,0.674779446793
549,0.882865411286
550,0.89600065664
551,0.845251913912
553,0.634118711115
556,0.78627415933
558,0.571976275553
560,0.670345493604
563,0.624852336482
564,0.93012211164
567,0.479133249977
572,0.636696266651
573,0.927057322185
577,0.872933607986
583,0.797638724962
584,0.838182629382
585,0.795031049895
586,0.764512909896
588,0.774589361512
590,0.723739299268
591,0.752545249814
593,0.939650890393
594,0.755400345287
597,0.799742700209
598,0.742590427122
599,0.880810562262
603,0.766247047284
604,0.646454150338
606,0.929121251044
607,0.669944516618
609,0.750761707058
614,0.823363042333
615,0.866612624654
616,0.554348981133
617,0.858106267408
618,0.805252548272
619,0.782232579169
620,0.876570926477
623,0.670790891217
625,0.860107953314
626,0.796583999406
627,0.849997341161
632,0.922090995348
633,0.635682875229
634,0.800781733807
635,0.731029873109
636,0.831008903006
637,0.86873958539
638,0.80894060575
639,0.809015477581
642,0.49162587495
643,0.844701033109
644,0.917055423325
645,0.481017698212
646,0.844312813418
650,0.906638690238
653,0.704562019607
654,0.58985922914
655,0.585833405972
656,0.865731591395
657,0.793150428817
658,0.745970147929
660,0.481558782857
661,0.765991592453
668,0.93644110486
669,0.717619016633
671,0.864988116359
672,0.777482200933
676,0.937923864251
678,0.825981957947
680,0.752705448518
682,0.829657835935
684,0.884456613811
685,0.821737388465
686,0.67932531944
687,0.483132257554
694,0.598950947722
696,0.601851398395
697,0.670162580138
699,0.601642201002
702,0.921019534316
707,0.837760733635
708,0.930613697531
712,0.919448753339
717,0.90112804057
718,0.962782916863
720,0.590506441072
721,0.840461971199
723,0.839130794477
724,0.709801633955
727,0.579092295548
728,0.295662165757
731,0.814401154847
733,0.779691913339
735,0.878296293095
737,0.721505900204
738,0.823021138346
740,0.608083621221
742,0.903079770026
743,0.717927271945
745,0.707087790737
746,0.883284332664
747,0.732798024324
748,0.972486249137
749,0.834843005765
750,0.930934995764
753,0.784925721174
755,0.787749826007
756,0.885777826594
758,0.520844150249
760,0.74398427874
762,0.868009318663
763,0.848550803014
765,0.852409711265
767,0.78557268017
768,0.978336548389
770,0.638856315314
772,0.82051844568
773,0.841830897759
774,0.707579111669
775,0.729831700894
777,0.451481137632
778,0.917069278722
780,0.471145515572
782,0.726977886926
783,0.931757025857
786,0.457598397922
787,0.89255091519
788,0.694610785817
789,0.723902890512
790,0.751344289833
793,0.698581310689
795,0.894044082087
807,0.719081536634
809,0.761493698423
810,0.427029025363
811,0.724690839586
813,0.410203431854
815,0.721903610359
816,0.723138036839
821,0.824850352698
823,0.988412867589
825,0.851913184562
826,0.823293896324
827,0.849271027015
832,0.89636848516
833,0.655218526745
834,0.695969567267
837,0.892598865152
838,0.946380905048
839,0.164120663164
843,0.481281841394
844,0.824931269991
845,0.599550776915
846,0.719576970214
848,0.667173747238
850,0.819651251952
851,0.901841441899
852,0.703688236855
855,0.729881630283
856,0.91669017246
861,0.742358242521
862,0.873652843943
863,0.9029818737
864,0.726341556241
865,0.90743471252
867,0.697956331388
868,0.925294494109
869,0.893711677956
873,0.762884671329
875,0.651600539826
877,0.855564731533
879,0.754721220869
880,0.942594518999
881,0.698184551357
882,0.676344736049
883,0.932575546389
887,0.690582075681
888,0.618514985258
890,0.938984537384
897,0.82690389273
900,0.859907320731
902,0.735196403733
904,0.745196812018
906,0.599892904499
910,0.826721964046
913,0.79746101237
914,0.607321247403
915,0.579881117781
918,0.802667599327
920,0.942959338397
923,0.817860709761
926,0.84753941592
927,0.676508016337
929,0.504792770258
930,0.679426111812
931,0.819613351031
932,0.918168640473
933,0.715393158684
934,0.774714583057
936,0.704122196407
939,0.679993001056
941,0.810062139587
943,0.684474687139
947,0.568446457588
948,0.733996826137
949,0.860891988599
950,0.662441572145
951,0.636335645872
952,0.634572478437
953,0.956683769093
956,0.777349529882
961,0.63415343857
962,0.675717620381
968,0.757684075769
971,0.87715847454
972,0.904804569839
977,0.94598260935
981,0.745813551161
985,0.746504718971
